source	target
HOXB6	HOXB2
HOXB6	HOXB3
HOXB6	HOXB4
HOXB7	HOXA3
HOXB7	HOXB3
HOXB7	HOXB9
HOXB7	HOXA5
HOXB7	HOXA7
HOXB7	HOXB4
HOXB7	HOXB5
HOXB7	HOXB6
HOXB7	HOXB8
HOXB7	HOXD8
HOXB7	PBX1
HOXB7	BHLHE40
HOXB7	BNC1
HOXB7	CEBPB
HOXB7	FOXD1
HOXB8	HOXA4
HOXB8	HOXA5
HOXB8	HOXB2
HOXB8	HOXB3
HOXB8	HOXB5
HOXB8	HOXB6
HOXB8	HOXB7
HOXB8	HOXB9
HOXB8	PAX2
HOXB9	FOXC1
HOXB9	HOXB5
HOXB9	HOXB6
HOXB9	FOXA1
HOXB9	FOXC2
HOXB9	FOXK2
HOXB9	HOXA10
HOXC10	HOXA10
HOXC10	HOXC11
HOXC10	HOXC6
HOXC10	HOXC9
HOXC10	SIX1
HOXC10	TBX1
HOXC10	TBX15
HOXC11	HOXC10
HOXC11	HOXC12
HOXC11	HOXC4
HOXC11	HOXC6
HOXC11	HOXC9
HOXC11	GATA3
HOXC11	HOXC13
HOXC11	HOXC5
HOXC11	HOXC8
HOXC11	ALX1
HOXC11	DLX3
HOXC11	DLX5
HOXC12	HOXC11
HOXC12	HOXC13
HOXC12	HOXC4
HOXC12	HOXC6
HOXC12	ALX4
HOXC12	CASZ1
HOXC12	CDX2
HOXC12	DLX3
HOXC12	DLX5
HOXC12	EN1
HOXC12	FOXA1
HOXC12	FOXC1
HOXC13	GATA3
HOXC13	MSX2
HOXC13	DLX3
HOXC13	DLX4
HOXC13	FOXC1
HOXC13	HOXC12
HOXC13	TFAP2A
HOXC13	TFAP2C
HOXC13	CASZ1
HOXC4	HOXA7
HOXC4	HOXB5
HOXC4	HOXC10
HOXC4	HOXC11
HOXC4	HOXC5
HOXC4	HOXC6
HOXC4	HOXC8
HOXC4	HOXC9
HOXC4	HOXD8
HOXC4	TWIST1
HOXC5	HOXC10
HOXC5	HOXC11
HOXC5	HOXC4
HOXC5	HOXC6
HOXC5	HOXC8
HOXC5	HOXC9
HOXC5	HOXD3
HOXC5	HOXD4
HOXC5	HOXD8
HOXC5	TWIST1
HOXC6	FOXD1
HOXC6	HOXC10
HOXC6	HOXC11
HOXC6	HOXC4
HOXC6	HOXC5
HOXC6	HOXC8
HOXC6	HOXC9
HOXC8	FOXD1
HOXC8	HOXC10
HOXC8	HOXC11
HOXC8	HOXC4
HOXC8	HOXC5
HOXC8	HOXC6
HOXC8	HOXC9
HOXC8	SIX1
HOXC9	HOXC10
HOXC9	HOXC5
HOXC9	HOXA10
HOXC9	HOXA7
HOXC9	HOXC11
HOXC9	HOXC13
HOXC9	HOXC4
HOXC9	HOXC6
HOXC9	HOXC8
HOXC9	HOXD9
HOXC9	SIX1
HOXC9	ARID5B
HOXC9	E2F6
HOXC9	EGR2
HOXC9	EN1
HOXC9	FOS
HOXC9	FOXC1
HOXC9	GATA3
HOXC9	HLX
HOXD1	CXXC1
HOXD1	HOXB7
HOXD1	HOXC9
HOXD1	HOXD10
HOXD1	HOXD3
HOXD1	HOXD4
HOXD1	HOXD8
HOXD1	HOXD9
HOXD10	HOXA10
HOXD10	HOXA11
HOXD10	HOXA13
HOXD10	HOXA9
HOXD10	HOXB3
HOXD10	HOXD11
HOXD10	HOXD12
HOXD10	HOXD13
HOXD10	HOXD3
HOXD10	HOXD4
HOXD10	HOXD8
HOXD11	HOXA10
HOXD11	HOXA11
HOXD11	HOXA13
HOXD11	HOXA6
HOXD11	HOXA9
HOXD11	HOXB3
HOXD11	HOXD10
HOXD11	HOXD12
HOXD11	HOXD13
HOXD11	HOXD3
HOXD11	HOXD4
HOXD11	HOXD8
HOXD11	HOXD9
HOXD12	HOXB3
HOXD12	HOXD10
HOXD12	HOXD11
HOXD12	HOXD13
HOXD12	HOXD9
HOXD12	ALX4
HOXD12	EBF2
HOXD12	EBF3
HOXD12	ESR1
HOXD12	EVX1
HOXD12	EVX2
HOXD12	FOXF1
HOXD12	GATA2
HOXD12	HAND1
HOXD13	FOXC1
HOXD13	FOXF1
HOXD13	HAND2
HOXD13	HOXA10
HOXD13	HOXA11
HOXD13	HOXA13
HOXD13	HOXA9
HOXD13	HOXD10
HOXD13	HOXD11
HOXD13	HOXD12
HOXD13	HOXD9
HOXD13	ALX1
HOXD13	ATF4
HOXD13	BARX1
HOXD3	HOXA10
HOXD3	HOXA11
HOXD3	HOXA6
HOXD3	HOXB6
HOXD3	HOXB7
HOXD3	HOXC5
HOXD3	HOXC6
HOXD3	HOXD10
HOXD3	HOXD11
HOXD3	HOXD4
HOXD3	HOXD8
HOXD3	HOXD9
HOXD4	HOXA10
HOXD4	HOXA11
HOXD4	HOXC4
HOXD4	HOXC5
HOXD4	HOXC6
HOXD4	HOXD10
HOXD4	HOXD11
HOXD4	HOXD3
HOXD4	HOXD8
HOXD4	HOXD9
HOXD8	HOXA10
HOXD8	HOXA11
HOXD8	HOXA7
HOXD8	HOXB7
HOXD8	HOXC4
HOXD8	HOXC6
HOXD8	HOXD3
HOXD8	HOXD4
HOXD9	HOXA10
HOXD9	HOXA11
HOXD9	HOXA9
HOXD9	HOXB3
HOXD9	HOXC9
HOXD9	HOXD10
HOXD9	HOXD11
HOXD9	HOXD12
HOXD9	HOXD13
HOXD9	HOXD3
HOXD9	HOXD4
HOXD9	HOXD8
HOXD9	MEIS1
HSF1	MSX1
HSF1	FOSL1
HSF1	ZKSCAN1
HSF1	ERF
HSF1	GATA6
HSF1	HMGA2
HSF1	MAFF
HSF1	MEOX1
HSF1	ZBTB38
HSF1	ZNF573
HSF1	ATF3
HSF1	BBX
HSF1	GATAD2A
HSF1	HOXC6
HSF1	KLF13
HSF1	KLF5
HSF1	MAFG
HSF1	MYC
HSF2	SOX11
HSF2	SOX4
HSF2	ZNF292
HSF2	AHR
HSF2	ARID5B
HSF2	ARNTL
HSF2	ATF3
HSF4	AKAP8L
HSF4	BCL6
HSF4	NFIX
HSF4	SREBF1
HSF4	ZNF512B
HSF4	ZNF692
HSF4	AEBP1
HSF5	SOX30
HSF5	YBX2
HSF5	TERB1
HSF5	ATF3
HSFX1	HSFX2
HSFX1	ARHGAP35
HSFX2	HSFX1
HSFY1	HSFY2
HSFY1	ATMIN
HSFY2	HSFY1
HSFY2	CAMTA1
IKZF1	IKZF3
IKZF1	FLI1
IKZF1	MYB
IKZF1	RUNX3
IKZF1	SP110
IKZF1	AKNA
IKZF1	BACH1
IKZF1	BHLHE40
IKZF1	EGR1
IKZF1	ELF4
IKZF1	GTF2B
IKZF1	HES1
IKZF1	IRF1
IKZF1	IRF5
IKZF1	LEF1
IKZF1	RXRB
IKZF2	IKZF3
IKZF2	STAT1
IKZF2	AHRR
IKZF2	BHLHE40
IKZF2	ETS1
IKZF2	HMX3
IKZF3	IKZF1
IKZF3	ETS1
IKZF3	FOS
IKZF3	IKZF2
IKZF3	IRF4
IKZF3	IRF5
IKZF3	IRF8
IKZF4	GATAD2B
IKZF4	ARID5B
IKZF4	BCL11B
IKZF4	ETS1
IKZF4	FOS
IKZF4	FOXP3
IKZF4	HIVEP2
IKZF4	IKZF1
IKZF4	IKZF2
IKZF5	BAZ2B
IKZF5	DMTF1
IKZF5	ELF2
IKZF5	GPBP1
IKZF5	KLF6
IKZF5	LCOR
IKZF5	MTF2
INSL3	KDM5B
INSL3	AHCTF1
INSL3	ANHX
INSL3	ASH1L
INSM1	HEY1
INSM1	NEUROD4
INSM1	NFIB
INSM1	NR2F1
INSM1	POU1F1
INSM1	SALL2
INSM1	ZFHX2
INSM1	CGGBP1
INSM2	BARHL2
INSM2	DACH1
INSM2	DLX1
INSM2	EBF3
INSM2	HES6
INSM2	INSM1
INSM2	LHX2
IRF1	IRF2
IRF1	SP110
IRF1	BATF2
IRF1	IRF9
IRF1	STAT1
IRF1	USF1
IRF1	HIF1A
IRF1	JUND
IRF1	PLSCR1
IRF1	RBCK1
IRF1	SP100
IRF1	SPI1
IRF1	STAT2
IRF1	ATF3
IRF1	BHLHE40
IRF1	CSRNP1
IRF1	FLI1
IRF1	FOSL1
IRF1	IRF3
IRF1	IRF7
IRF1	JUN
IRF1	JUNB
IRF1	NFKB2
IRF1	PRDM1
IRF1	SP140L
IRF2	IRF1
IRF2	SP110
IRF2	STAT1
IRF2	ARID3A
IRF2	BHLHE40
IRF2	EGR1
IRF2	ELF4
IRF2	FLI1
IRF2	IKZF1
IRF2	IRF7
IRF2	IRF8
IRF3	ANKZF1
IRF3	MSANTD4
IRF3	PIN1
IRF3	AKAP8L
IRF3	ATF6B
IRF3	BHLHE40
IRF3	CAMTA1
IRF3	CENPA
IRF3	CREB3L3
IRF3	CREB3L4
IRF3	E2F1
IRF3	E2F3
IRF3	E2F4
IRF3	FOXK2
IRF3	HBP1
IRF3	HOMEZ
IRF3	IRF9
IRF3	KLF5
IRF3	NR3C2
IRF3	RELA
IRF3	SP2
IRF4	BACH2
IRF4	BATF
IRF4	BHLHE40
IRF4	STAT1
IRF4	ETS1
IRF4	GFI1
IRF4	NR3C1
IRF4	RUNX3
IRF4	SP140
IRF4	SPIB
IRF4	AHRR
IRF4	ATF5
IRF4	BATF3
IRF4	BCL11A
IRF4	BCL6
IRF4	EGR1
IRF4	EGR2
IRF4	HIC1
IRF4	HNF1B
IRF4	IKZF3
IRF4	IRF1
IRF5	IRF7
IRF5	BHLHE40
IRF5	CEBPB
IRF5	EGR1
IRF5	FOS
IRF5	IKZF1
IRF6	GRHL2
IRF6	KLF5
IRF6	BHLHE40
IRF6	EHF
IRF7	PLSCR1
IRF7	SP110
IRF7	IRF9
IRF7	NFKB2
IRF7	STAT2
IRF7	AKNA
IRF8	IRF5
IRF8	IRF4
IRF8	ETV6
IRF8	IRF1
IRF8	IRF7
IRF8	MYC
IRF8	SPI1
IRF8	USF1
IRF8	ZBTB32
IRF8	AKNA
IRF8	ATF3
IRF8	BCL6
IRF8	BHLHE40
IRF9	IRF7
IRF9	STAT1
IRF9	IRF1
IRF9	MYC
IRF9	RORC
IRF9	SP100
IRF9	STAT2
IRF9	DPF1
IRF9	EGR1
IRF9	EGR2
IRF9	HOXB13
IRX1	IRX2
IRX1	IRX3
IRX1	IRX5
IRX1	LMX1B
IRX1	DACH1
IRX1	EBF3
IRX1	EN1
IRX2	IRX1
IRX2	IRX3
IRX2	IRX5
IRX2	TFAP2B
IRX2	CASZ1
IRX2	FOXQ1
IRX2	GATA3
IRX3	GATA3
IRX3	IRX5
IRX3	TFAP2A
IRX3	CASZ1
IRX3	FOXA1
IRX3	GRHL2
IRX4	CASZ1
IRX4	GRHL2
IRX4	GRHL3
IRX4	IRF6
IRX4	IRX3
IRX4	IRX5
IRX4	DLX3
IRX4	FOXA1
IRX5	CASZ1
IRX5	GATA3
IRX5	IRX1
IRX5	IRX3
IRX5	IRX4
IRX5	LMX1B
IRX5	TFAP2A
IRX5	TFAP2B
IRX5	TFAP2C
IRX6	EPAS1
IRX6	GATA3
IRX6	GTF2I
IRX6	MYBL2
IRX6	NFE2L1
IRX6	NR2F2
IRX6	PPARG
IRX6	STAT3
IRX6	TFAP2A
ISL1	MEIS2
ISL1	NR2F1
ISL1	ESRRG
ISL1	FOXA1
ISL1	MAFB
ISL1	MECOM
ISL1	MEIS1
ISL1	BCL11B
ISL1	BHLHE40
ISL1	CREB3L1
ISL1	CXXC4
ISL1	DACH1
ISL1	ESR1
ISL1	FOXA2
ISL2	LHX4
ISL2	FOXC1
ISL2	HOXB9
ISL2	HOXC4
ISL2	HOXD10
ISL2	HOXD13
ISL2	ISL1
ISL2	MNX1
ISL2	ALX1
ISL2	ALX4
ISX	CDX2
ISX	HNF4A
ISX	HNF4G
ISX	CDX1
JAZF1	FOXO3
JAZF1	MXI1
JAZF1	PBX1
JAZF1	PHF21A
JAZF1	SETBP1
JDP2	CEBPB
JDP2	CEBPD
JDP2	ELF4
JDP2	FOSL2
JRK	SRCAP
JRK	ADNP
JRK	CENPB
JRK	CENPBD1
JRK	CREBZF
JRK	FBXL19
JRKL	BBX
JRKL	CREB1
JRKL	TMF1
JRKL	ZBTB1
JRKL	ZBTB38
JUN	KLF6
JUN	ATF3
JUN	JUND
JUN	BHLHE40
JUN	FOSB
JUN	FOSL2
JUN	MAFF
JUN	FOSL1
JUN	NR1D1
JUN	ADNP2
JUN	CSRNP1
JUN	FOXO3
JUN	TEAD1
JUN	BCL6
JUN	CEBPB
JUN	DDIT3
JUN	EGR1
JUN	FOS
JUN	GTF2IRD1
JUN	HES4
JUN	HMGA1
JUN	JUNB
JUN	MAFK
JUN	MBNL2
JUN	MNT
JUN	MYC
JUN	NFATC2
JUN	ZBTB10
JUN	ZNF335
JUN	ZSCAN31
JUN	ARID3B
JUN	BACH2
JUN	CAMTA1
JUN	E2F6
JUN	ELK3
JUN	EPAS1
JUN	ETS2
JUN	HBP1
JUN	HIVEP1
JUNB	FOS
JUNB	FOSB
JUNB	FOSL2
JUNB	JUND
JUNB	ATF3
JUNB	ATF4
JUNB	BHLHE40
JUNB	CSRNP1
JUNB	JUN
JUNB	KLF6
JUND	JUN
JUND	JUNB
JUND	FOS
JUND	FOSL1
JUND	HES4
JUND	MAFF
JUND	ATF3
JUND	KLF6
JUND	ADNP2
JUND	CSRNP1
JUND	FOSL2
JUND	FOXO3
JUND	NFAT5
JUND	STAT3
JUND	BHLHE40
JUND	DDIT3
JUND	FOSB
JUND	MNT
JUND	BCL6
JUND	CEBPB
JUND	EGR1
JUND	MAFK
JUND	XBP1
JUND	ZNF276
JUND	ARNTL2
JUND	CREB1
JUND	DNMT1
JUND	ELF1
JUND	HES1
JUND	HOXC10
JUND	KLF2
JUND	KLF4
JUND	MBNL2
JUND	MYC
JUND	NFYB
JUND	NR1D1
KAT7	ZBTB20
KAT7	ZBTB8A
KAT7	AR
KAT7	ARID2
KCMF1	YBX3
KCMF1	ATF4
KCMF1	CEBPB
KCNIP3	ARNT2
KCNIP3	SMAD1
KCNIP3	TFEC
KCNIP3	ATF3
KDM2A	BAZ2A
KDM2A	GATAD2A
KDM2A	NR5A1
KDM2A	SRCAP
KDM2B	BCL11A
KDM2B	NFKB2
KDM2B	BHLHE40
KDM2B	BHLHE41
KDM2B	JUN
KDM2B	ARID3B
KDM2B	EGR1
KDM2B	FOSL2
KDM2B	HES1
KDM2B	KLF13
KDM2B	NFIC
KDM2B	PRDM2
KDM2B	SKI
KDM2B	SOX4
KDM2B	SPEN
KDM2B	TET3
KDM2B	ZBTB7B
KDM2B	AHDC1
KDM2B	BBX
KDM2B	BCL6
KDM2B	CAMTA1
KDM2B	CUX1
KDM2B	CXXC5
KDM2B	EGR2
KDM2B	FOS
KDM2B	FOXD2
KDM2B	GATA3
KDM2B	GLIS2
KDM2B	GRHL3
KDM2B	HES7
KDM2B	HHEX
KDM2B	HIVEP2
KDM2B	IRX5
KDM2B	KLF10
KDM2B	KLF12
KDM2B	KMT2B
KDM5B	CBX2
KDM5B	CEBPZ
KDM5B	DOT1L
KDM5B	FOXG1
KDM5B	PRDM13
KDM5B	PRDM14
KDM5B	SOX30
KDM5B	TBX1
KDM5B	TET1
KDM5B	ARHGAP35
KDM5B	BARX1
KDM5B	BCL6
KDM5B	CDX2
KDM5B	CHAMP1
KDM5B	CREB3L4
KDM5B	CXXC5
KDM5B	DEAF1
KDM5B	DLX1
KDM5B	DLX2
KDM5B	DR1
KDM5B	FBXL19
KDM5B	FOXA1
KDM5B	FOXB1
KDM5B	FOXC2
KDM5B	FOXP2
KDM5B	GABPA
KDM5B	GATA3
KDM5B	GATAD2A
KDM5B	GBX2
KDM5B	GLYR1
KDM5B	GPBP1
KDM5B	HAND2
KDM5B	HBP1
KDM5B	HELT
KIN	ZNF397
KIN	ZNF445
KIN	ZNF557
KIN	ZNF674
KIN	ARID5B
KIN	ATF3
KIN	BAZ2B
KLF1	NFE2
KLF1	GATA1
KLF1	GFI1B
KLF1	LYL1
KLF1	E2F2
KLF1	FOS
KLF1	TAL1
KLF1	YBX3
KLF1	E2F4
KLF1	FOXO3
KLF1	GATA2
KLF10	ETS2
KLF10	HIF1A
KLF10	ATF4
KLF10	FOSL1
KLF10	AHR
KLF10	ARID5B
KLF11	KLF10
KLF11	KLF4
KLF11	CSRNP1
KLF11	FOSB
KLF11	FOSL2
KLF12	BACH2
KLF12	BCL11B
KLF12	ETS1
KLF12	HIVEP2
KLF12	KLF7
KLF12	LEF1
KLF13	BHLHE40
KLF13	CXXC5
KLF13	JUNB
KLF13	KLF9
KLF13	NR4A1
KLF13	RARA
KLF13	SKI
KLF13	SREBF1
KLF13	ARID3A
KLF13	DBP
KLF13	EGR1
KLF13	EOMES
KLF13	ETS1
KLF14	ALX1
KLF14	ALX4
KLF14	ATF3
KLF14	ATOH8
KLF14	BARHL2
KLF14	BARX1
KLF14	BARX2
KLF14	BCL11A
KLF14	BCL11B
KLF15	PPARA
KLF15	BHLHE40
KLF15	MYC
KLF15	ATF3
KLF15	ATOH8
KLF15	CEBPB
KLF16	FBXL19
KLF16	ESRRA
KLF16	MAFK
KLF16	MAZ
KLF16	MBD3
KLF16	MEF2D
KLF17	HES2
KLF17	ARGFX
KLF17	ATF3
KLF17	BHLHE40
KLF17	CEBPD
KLF17	CPEB1
KLF2	JUNB
KLF2	CEBPB
KLF2	JUND
KLF2	BHLHE40
KLF2	CEBPD
KLF2	CSRNP1
KLF2	ELF4
KLF3	E2F2
KLF3	ETS1
KLF3	FOXO3
KLF3	JUN
KLF3	KLF2
KLF3	KLF5
KLF3	KLF8
KLF3	RORA
KLF3	AKNA
KLF3	ARID5B
KLF3	BHLHE40
KLF3	EPAS1
KLF3	FLI1
KLF3	FOSL2
KLF4	ATF3
KLF4	JUNB
KLF4	KLF5
KLF4	BHLHE40
KLF4	FOS
KLF4	JUND
KLF4	KDM5B
KLF4	KLF9
KLF4	MEF2D
KLF4	MNT
KLF4	RARG
KLF4	ELF3
KLF4	KLF2
KLF4	KLF6
KLF4	MAFB
KLF4	MYC
KLF4	SOX12
KLF4	ARID3A
KLF4	ATF4
KLF4	CEBPB
KLF4	EGR3
KLF4	EPAS1
KLF4	ESRRA
KLF4	ETS2
KLF4	FOSL1
KLF4	FOSL2
KLF4	FOXB1
KLF4	FOXD3
KLF4	GATA6
KLF4	GATAD2A
KLF4	HES2
KLF4	IRF1
KLF4	IRF6
KLF4	JUN
KLF4	KLF16
KLF4	KLF3
KLF4	MYBL1
KLF4	MYBL2
KLF4	MYCL
KLF4	NANOG
KLF5	ELF3
KLF5	BHLHE40
KLF5	FOSL1
KLF5	FOSL2
KLF5	KLF2
KLF5	KLF4
KLF5	KLF9
KLF5	SMAD3
KLF5	SOX2
KLF5	ZBTB7B
KLF5	ASCL1
KLF5	BCL6
KLF5	EHF
KLF5	ETS2
KLF5	FOSB
KLF5	FOXQ1
KLF5	GRHL2
KLF5	GRHL3
KLF5	HOXB9
KLF5	JUN
KLF5	JUNB
KLF5	JUND
KLF5	KLF6
KLF5	NME2
KLF5	NR3C1
KLF5	OTX2
KLF6	JUN
KLF6	KLF4
KLF6	ATF3
KLF6	ETS2
KLF6	FOSB
KLF6	FOSL2
KLF6	JUND
KLF6	MAFF
KLF6	BHLHE40
KLF6	CSRNP1
KLF6	EGR2
KLF6	FOSL1
KLF6	HIF1A
KLF6	IRF1
KLF6	JUNB
KLF7	EBF1
KLF7	EBF3
KLF7	EGR1
KLF7	ELK3
KLF7	ETS1
KLF7	FOXG1
KLF7	JDP2
KLF8	GATA3
KLF8	KLF4
KLF8	KLF5
KLF8	MAF
KLF8	RORA
KLF8	AEBP2
KLF9	CEBPD
KLF9	CSRNP1
KLF9	FOS
KLF9	FOSB
KLF9	FOXO3
KLF9	NFIC
KLF9	NFIX
KLF9	ARID5B
KLF9	BCL6
KLF9	CXXC5
KLF9	EGR1
KLRG1	NFE2L1
KLRG1	CHCHD3
KMT2A	EBF1
KMT2A	SPEN
KMT2A	STAT1
KMT2A	YBX1
KMT2A	YBX3
KMT2A	AEBP1
KMT2A	ASH1L
KMT2A	BCL11A
KMT2A	BPTF
KMT2A	DMTF1
KMT2A	DOT1L
KMT2A	FOXC1
KMT2A	FOXF1
KMT2A	FOXG1
KMT2B	ZNF512B
KMT2B	FBXL19
KMT2B	MAZ
KMT2B	SLC2A4RG
KMT2B	ZNF131
KMT2B	ZNF646
KMT2B	ZNF865
KMT2B	AKAP8L
KMT2B	AKNA
L3MBTL1	SALL2
L3MBTL1	ZNF382
L3MBTL1	ZNF667
L3MBTL1	ZNF793
L3MBTL3	SP100
L3MBTL3	AEBP2
L3MBTL3	AKNA
L3MBTL4	ADNP2
L3MBTL4	ARID2
L3MBTL4	CBX2
L3MBTL4	CENPB
LBX1	HOXC10
LBX1	SIX1
LBX1	TBX1
LBX1	TBX15
LBX1	HOXB8
LBX1	HOXB9
LBX1	MYF6
LBX1	MYOD1
LBX1	NFE2L1
LBX1	NFIX
LBX1	PAX7
LBX1	PITX2
LBX2	MLXIPL
LBX2	ETV4
LBX2	FOXD1
LBX2	NR1H4
LBX2	ALX4
LBX2	ARID3C
LBX2	ATF3
LBX2	ATF5
LBX2	ATOH8
LCOR	BAZ2B
LCOR	ARID2
LCOR	ASH1L
LCOR	CREB1
LCOR	DRAP1
LCOR	KLF6
LCOR	KMT2A
LCORL	BAZ2B
LCORL	EEA1
LCORL	LCOR
LCORL	NCOA3
LCORL	NFIB
LCORL	RFX3
LEF1	TCF7
LEF1	AKNA
LEF1	IKZF1
LEF1	MYB
LEF1	SATB1
LEF1	ARID3B
LEF1	BACH2
LEF1	BATF
LEF1	BCL11A
LEF1	BCL11B
LEF1	BHLHE40
LEF1	CDX1
LEUTX	DUXA
LEUTX	FOXR1
LEUTX	IRF4
LEUTX	KLF17
LEUTX	NCOA3
LEUTX	PAX5
LHX1	UNCX
LHX1	EMX2
LHX1	NR2F1
LHX1	FOXC2
LHX1	SOX11
LHX1	TSC22D1
LHX1	BARHL2
LHX1	CIC
LHX1	DMRTA2
LHX1	EBF1
LHX2	FEZF2
LHX2	FOXG1
LHX2	POU3F3
LHX2	DMRTA2
LHX2	EMX2
LHX2	INSM1
LHX2	JUN
LHX2	MEIS2
LHX2	MSX1
LHX3	INSM1
LHX3	ISL1
LHX3	ATOH1
LHX3	CASZ1
LHX3	DLX3
LHX3	DMRTA2
LHX3	FOXO6
LHX3	GFI1
LHX3	HES6
LHX3	HOXA4
LHX3	HOXC4
LHX4	ESRRG
LHX4	ISL1
LHX4	ISL2
LHX4	ZIC2
LHX4	ADNP
LHX4	AHCTF1
LHX4	ALX4
LHX4	ARID2
LHX4	ARID3A
LHX4	ATF3
LHX5	BARHL2
LHX5	NHLH2
LHX5	UNCX
LHX5	ZIC1
LHX5	ZIC4
LHX5	BARHL1
LHX5	DMRTA2
LHX5	EBF3
LHX5	EMX2
LHX5	EN2
LHX6	DLX1
LHX6	DLX2
LHX6	EBF1
LHX6	EBF2
LHX6	EBF3
LHX8	DLX6
LHX8	FOXG1
LHX8	CSRNP3
LHX8	DLX1
LHX8	DLX2
LHX8	DLX5
LHX8	GBX2
LHX8	LHX6
LHX9	BARHL2
LHX9	DACH1
LHX9	EBF1
LHX9	EBF2
LHX9	EBF3
LHX9	EOMES
LHX9	FOXP2
LHX9	GATA4
LHX9	GATA6
LIN28	BPTF
LIN28	LIN28A
LIN28	MBD1
LIN28	REL
LIN28A	FOXH1
LIN28A	HES3
LIN28A	NANOG
LIN28A	NR6A1
LIN28A	PRDM14
LIN28B	ARID3B
LIN28B	CBX2
LIN28B	ETV4
LIN28B	HMGA1
LIN28B	KDM5B
LIN54	E2F2
LIN54	TFDP1
LIN54	ZNF430
LIN54	AEBP2
LMX1A	DMRTA2
LMX1A	MSX1
LMX1A	ASCL1
LMX1A	DACH1
LMX1A	EBF3
LMX1A	EN1
LMX1A	EN2
LMX1A	FOXA1
LMX1A	FOXA2
LMX1B	ALX4
LMX1B	BHLHE40
LMX1B	DLX5
LMX1B	GATA3
LMX1B	GRHL2
LMX1B	IRX3
LMX1B	IRX5
LMX1B	PBX1
LMX1B	TFAP2A
LMX1B	TFAP2B
LMX1B	ZFHX4
LTF	CEBPE
LTF	CHAMP1
LYL1	TAL1
LYL1	HHEX
LYL1	NFE2
LYL1	SPI1
LYL1	CEBPE
LYL1	FLI1
LYL1	HLX
MAF	ZBTB7B
MAF	ETS1
MAF	FOSL2
MAF	KLF6
MAF	STAT1
MAF	ARID5B
MAF	ATF3
MAF	ATF4
MAF	CIC
MAF	CREM
MAF	CXXC1
MAF	DDIT3
MAF	DR1
MAF	FOSB
MAF	FOXO1
MAF	GLI1
MAF	IRF7
MAF	IRF9
MAF	JUN
MAF	JUNB
MAF	MAFB
MAFA	NEUROD1
MAFA	PAX6
MAFA	ATF3
MAFA	ATOH8
MAFA	BARX1
MAFA	BCL11B
MAFB	ETS2
MAFB	FOS
MAFB	MAF
MAFB	ATF3
MAFB	CEBPB
MAFB	CEBPD
MAFB	CXXC1
MAFB	EGR1
MAFF	FOSL2
MAFF	ATF3
MAFF	FOS
MAFF	ATF7
MAFF	BCL6
MAFF	BHLHE40
MAFF	CEBPB
MAFF	FOSL1
MAFF	JUN
MAFF	JUNB
MAFF	JUND
MAFF	KLF6
MAFF	MAFK
MAFF	MYC
MAFF	NFIL3
MAFF	NR4A1
MAFF	PA2G4
MAFF	PRDM10
MAFF	TRAFD1
MAFF	ZKSCAN3
MAFG	NFE2L1
MAFG	ATF3
MAFG	ATF4
MAFG	BACH1
MAFG	BACH2
MAFG	CEBPB
MAFG	DDIT3
MAFG	E2F3
MAFG	ETS2
MAFK	MAFF
MAFK	FOS
MAFK	TCF12
MAFK	TRAFD1
MAFK	ZNF335
MAFK	ANKZF1
MAFK	E2F6
MAFK	ETS2
MAFK	GRHL3
MAFK	KLF10
MAFK	MAFG
MAFK	NFE2L2
MAFK	TRERF1
MAFK	ZNF143
MAFK	ZNF3
MAFK	ADNP2
MAFK	ATF6
MAFK	ATF6B
MAFK	BRF2
MAFK	ETV1
MAFK	ETV3
MAFK	ETV5
MAFK	FOSL1
MAFK	FOXP4
MAFK	HES7
MAFK	KLF6
MAFK	MNT
MAFK	MTF2
MAFK	NFAT5
MAFK	NR1D1
MAFK	PRDM1
MAFK	RELA
MAFK	SMAD3
MAFK	SNAPC5
MAFK	STAT1
MAX	NFE2L1
MAX	HLF
MAX	GTF2B
MAX	ZNF771
MAX	IRF9
MAX	MTERF2
MAX	PHF20
MAX	REPIN1
MAX	STAT1
MAX	ZNF451
MAX	ZNF621
MAX	AKAP8L
MAX	CEBPZ
MAX	IKZF3
MAX	MAFF
MAX	MTF2
MAX	MXD3
MAX	SETDB1
MAX	TEF
MAX	ZFAT
MAX	ZMAT1
MAX	ZNF284
MAX	ZNF324
MAX	ZNF510
MAX	ZNF74
MAX	ZNF749
MAX	CENPA
MAX	E4F1
MAX	FOSL1
MAX	RFX5
MAX	RLF
MAX	SAFB2
MAX	TTF1
MAX	ZNF202
MAX	ZNF343
MAX	ZNF594
MAX	ZNF628
MAX	ZNF843
MAX	ARX
MAX	ATF7
MAX	DDIT3
MAX	FOXK1
MAX	HINFP
MAX	MLXIP
MAX	RBAK
MAX	REXO4
MAX	TP53
MAX	ZNF205
MAZ	FOS
MAZ	MBD3
MAZ	THAP3
MAZ	ZBTB3
MAZ	ZNF174
MAZ	ZSCAN21
MAZ	AKAP8L
MAZ	FOSL1
MAZ	HLF
MAZ	HSF1
MAZ	JUNB
MAZ	MXI1
MAZ	MYBL2
MAZ	NFX1
MAZ	RARA
MAZ	RBSN
MAZ	SIX5
MAZ	SMAD4
MAZ	TEF
MAZ	TFE3
MAZ	YBX1
MAZ	ZBTB26
MAZ	ZBTB4
MAZ	ZNF180
