source	target
MBNL2	EPAS1
MECOM	HMGN3
MECOM	JUN
MECOM	MYC
MECP2	FOS
MECP2	KMT2A
MECP2	MEF2C
MECP2	OLIG1
MEF2A	JUN
MEF2A	KLF7
MEF2A	MEF2D
MEF2B	ARID3A
MEF2B	IKZF1
MEF2C	ARID5B
MEF2C	JUN
MEF2D	NFE2L1
MEF2D	JUND
MEIS1	MEIS2
MEIS1	FOXP1
MEIS1	PBX1
MEIS1	BAZ2A
MEIS1	BNC2
MEIS2	MEIS1
MEIS2	PBX1
MEIS2	PBX3
MEIS3	MEIS2
MEIS3P1	ARNT2
MELTF	ETV3
MEOX1	MEOX2
MEOX2	MEOX1
MEOX2	EBF2
MESP1	SPDEF
MESP2	MESP1
MESP2	POU2F3
MGA	AHCTF1
MGAM	AHCTF1
MITF	BHLHE41
MITF	HMG20B
MITF	ETS1
MITF	MAZ
MITF	REPIN1
MITF	SNAI2
MIXL1	EOMES
MIXL1	EVX1
MKX	GLIS2
MLX	ESRRA
MLXIP	MEF2D
MLXIP	NFIC
MLXIPL	CEBPA
MNT	RARA
MNT	JUND
MNT	KMT2B
MNX1	FOXA1
MNX1	FOXC1
MNX1	HOXB9
MNX1	HOXC13
MSANTD1	ARNT2
MSANTD3	CHCHD3
MSANTD4	STAT6
MSC	NFKB1
MSGN1	PITX2
MSGN1	SOX2
MSX1	DLX2
MSX1	EBF1
MSX2	DLX3
MSX2	FOXC1
MTERF1	ZNF480
MTERF2	ELF4
MTERF3	CDX1
MTERF4	ZNF37A
MTF1	NKRF
MTF2	BHLHE40
MTF2	ESRRA
MTF2	FOSL2
MTF2	HMGA2
MTF2	HMGN3
MTF2	IKZF3
MXD1	ELF4
MXD3	CENPA
MXD4	KLF13
MXD4	MXD1
MXI1	HINFP
MXI1	ANKZF1
MXI1	BHLHE40
MXI1	HLF
MXI1	ZNF628
MXI1	ATF6B
MXI1	CC2D1A
MXI1	FOS
MYB	BCL6
MYB	CEBPB
MYB	E2F2
MYB	GATA3
MYB	MAZ
MYBL1	AKNA
MYBL2	FOXM1
MYBL2	TFDP1
MYBL2	CENPA
MYBL2	E2F1
MYC	PA2G4
MYC	FOXO3
MYC	HMGA1
MYC	TFDP1
MYC	ATF4
MYC	CEBPB
MYC	MAX
MYC	NFX1
MYC	HLF
MYC	MXI1
MYC	NME2
MYC	TP53
MYC	YBX1
MYCL	ZBTB7B
MYCN	YBX1
MYCN	GATA2
MYCN	HAND2
MYCN	MAZ
MYCN	NME2
MYCN	PHOX2B
MYF5	MYF6
MYF5	PITX2
MYF6	SIX1
MYNN	BHLHE40
MYNN	CEBPZ
MYOD1	MYOG
MYOD1	ATF4
MYOD1	CEBPB
MYOD1	NFIX
MYOG	MYOD1
MYOG	MEF2C
MYOG	SIX1
MYPOP	CAMTA2
MYRF	NACC2
MYRFL	CDX1
MYSM1	NFAT5
MYT1	ASCL1
MYT1L	CAMTA1
MZF1	E4F1
MZF1	HSF4
NACC2	ARNT2
NAIF1	ARID3A
NANOG	ZFP42
NANOG	ZIC2
NANOG	PAX6
NANOG	POU5F1
NANOG	SOX2
NANOG	GBX2
NANOG	SALL1
NANOG	SALL4
NANOG	ETV5
NANOG	GATA3
NANOGNB	FOXR1
NANOGP8	ARID3B
NCOA1	ESR1
NCOA1	FOS
NCOA1	IRF1
NCOA2	FOS
NCOA2	ATF3
NCOA2	BHLHE40
NCOA3	KLF4
NCOA3	ESR1
NCOA3	ESRRB
NEUROD1	EGR1
NEUROD1	ZBTB18
NEUROD2	NEUROD1
NEUROD2	BCL6
NEUROD2	CAMTA1
NEUROD4	HES6
NEUROD4	INSM1
NEUROD6	FOXG1
NEUROG1	BARHL2
NEUROG1	BHLHE23
NEUROG1	DLX1
NEUROG2	BHLHE22
NEUROG2	DACH1
NEUROG2	DMRTA2
NEUROG3	SOX2
NEUROG3	HES6
NEUROG3	KLF2
NFAT5	SPEN
NFAT5	ASH1L
NFATC1	RARA
NFATC1	EGR2
NFATC1	IKZF1
NFATC2	IKZF1
NFATC2	NFATC1
NFATC3	CTCF
NFATC3	EGR1
NFATC4	GLI2
NFATC4	GLI3
NFE2	LYL1
NFE2	MAFG
NFE2	SPI1
NFE2	BHLHE40
NFE2L1	CREBZF
NFE2L1	JUND
NFE2L2	CEBPB
NFE2L2	EGR1
NFE2L2	LTF
NFE2L2	NR1D1
NFE2L3	ETV4
NFE4	GCM1
NFI	ADNP
NFI	AHDC1
NFIA	NFIB
NFIA	SOX4
NFIB	NFIA
NFIB	JUN
NFIC	JUNB
NFIC	MTF2
NFIC	NACC2
NFIC	AHDC1
NFIL3	BCL6
NFIX	JUN
NFIX	SKI
NFKB1	CEBPB
NFKB1	JUND
NFKB1	ATF4
NFKB1	DNMT1
NFKB2	ARID5A
NFKB2	BATF
NFKB2	NFKB1
NFX1	YBX1
NFX1	AKAP8
NFXL1	ARID3B
NFXL1	BHLHE40
NFYA	JUN
NFYA	KLF6
NFYA	E2F1
NFYA	NFYC
NFYA	SOX4
NFYA	SP3
NFYA	SRF
NFYB	JUN
NFYB	ANKZF1
NFYB	ELF3
NFYB	HINFP
NFYB	HOXC9
NFYB	JUNB
NFYB	JUND
NFYC	ETS1
NFYC	AKNA
NHLH1	DACH1
NHLH1	EBF1
NHLH2	BARHL2
NHLH2	EN2
NKRF	AHCTF1
NKX11	CENPS
NKX12	ARID3B
NKX21	CENPB
NKX21	CREB3L2
NKX22	CENPB
NKX22	FEV
NKX23	ATF4
NKX24	ZNF473
NKX25	CREB3L2
NKX25	GATA4
NKX26	GATA4
NKX28	ANHX
NKX31	SPDEF
NKX31	CREB3L1
NKX32	FOXF1
NKX61	ZNF503
NKX62	MYRF
NKX63	PAX6
NME2	CEBPB
NMYC	AHCTF1
NMYC	ARID5A
NOBOX	DMRT1
NOBOX	DMRTB1
NOTO	ATOH1
NOTO	BARHL2
NOTO	EN2
NPAS1	BCL11A
NPAS2	ARNTL
NPAS3	ARNT2
NPAS4	EGR4
NR0B1	DMRT1
NR0B1	POU5F1
NR0B1	TBX3
NR1D1	NR1D2
NR1D2	HIVEP2
NR1D2	NR1D1
NR1H2	RARA
NR1H2	CEBPB
NR1H3	MAFB
NR1H3	SREBF1
NR1H4	CREB3L3
NR1I2	HNF4A
NR1I2	ESR1
NR1I3	KDM2B
NR2C1	CREBZF
NR2C1	DMTF1
NR2C2	SRCAP
NR2C2	FBXL19
NR2C2	GABPA
NR2C2	NFXL1
NR2E1	FOXG1
NR2E1	LHX2
NR2E3	NRL
NR2E3	BACH2
NR2F1	BCL11A
NR2F1	DACH1
NR2F2	CEBPB
NR2F2	EPAS1
NR2F2	NR2F1
NR2F6	ESRRA
NR2F6	REPIN1
NR3C1	BHLHE40
NR3C1	CEBPB
NR3C1	CREB1
NR3C1	ETS1
NR3C1	FOSL2
NR3C2	CDX1
NR4A1	BHLHE40
NR4A1	FOS
NR4A2	ATF3
NR4A2	CEBPD
NR4A3	ATF3
NR5A1	SRCAP
NR5A1	TCF7L1
NR5A2	ELF3
NR5A2	ESR1
NR5A2	MYB
NR6A1	ARID3B
NR6A1	LIN28A
NRF1	NR1D1
NRF1	CC2D1A
NRF1	E2F6
NRF1	MBD1
NRF1	PCGF6
NRF1	RBAK
NRF2	AHR
NRL	NR2E3
NRL	TFAP2B
OCT1	ARHGAP35
OCT1	ARX
OLIG1	OLIG2
OLIG2	SOX2
OLIG2	OLIG1
OLIG2	DMRTA2
OLIG2	EBF3
OLIG3	CASZ1
OLIG3	DACH1
OLIG3	EBF2
ONECUT1	ONECUT2
ONECUT1	FOXA2
ONECUT1	NR5A2
ONECUT2	ONECUT1
ONECUT2	DACH1
ONECUT3	LIN28B
ONECUT3	ONECUT2
ONECUT3	ALX4
OSR2	NR2F2
OSR2	PRRX1
OTP	LHX5
OTP	NHLH2
OTP	SOX11
OTX1	BCL11A
OTX1	BCL11B
OTX2	LMX1A
OTX2	NEUROD1
OTX2	SALL2
OVOL1	GRHL1
OVOL1	GRHL3
OVOL2	KLF5
OVOL2	CASZ1
OVOL3	DMRTC2
OXSR1	AEBP1
PA2G4	HMGA1
PATZ1	SOX12
PATZ1	BACH2
PAX1	DMRT2
PAX1	GATA3
PAX1	MAFB
PAX2	HOXB3
PAX2	HOXB6
PAX2	HOXB7
PAX3	MITF
PAX3	MSX1
PAX3	NR2F1
PAX4	CDX2
PAX4	HNF4A
PAX5	STAT1
PAX5	IRF8
PAX5	JUNB
PAX5	KDM5B
PAX5	NCOA3
PAX5	SPIB
PAX6	ISL1
PAX6	SOX2
PAX6	ZIC1
PAX6	FOXC1
PAX7	MYOD1
PAX7	PBX1
PAX7	SOX11
PAX8	EBF4
PAX8	GLIS3
PAX8	CEBPB
PAX9	EHF
PAX9	GRHL3
PBRM1	ATF4
PBX1	MEIS1
PBX1	MEIS2
PBX1	ZBTB20
PBX1	BCL6
PBX2	ARID3A
PBX2	ATF6B
PBX2P1	AKNA
PBX3	JUNB
PBX3	MEIS2
PBX3	CAMTA1
PBX3	DRAP1
PBX3	E4F1
PBX3	ETV5
PBX4	IRF1
PCGF2	CBX2
PCGF2	EN1
PCGF2	GBX2
PCGF2	PAX3
PCGF6	E2F6
PDHX	AKNA
PDX1	ATF3
PDX1	NEUROD1
PDX1	PAX6
PEG3	CSRNP3
PGR	HIF1A
PGR	ESR1
PGR	HOXA11
PHF1	AKNA
PHF20	ARID5B
PHF20	CEBPZ
PHF21A	BAZ2A
PHOX2A	HAND2
PHOX2A	FEV
PHOX2A	PHOX2B
PHOX2B	FEV
PHOX2B	HAND1
PHOX2B	HAND2
PIN1	ARNT2
PITX1	PAX9
PITX1	EGR1
PITX2	EGR1
PITX2	EPAS1
PITX3	LBX1
PITX3	SIX1
PKMYT1	BARHL1
PKNOX1	POU2F1
PKNOX1	BHLHE40
PKNOX1	HINFP
PKNOX2	MEF2C
PLAG1	AHR
PLAG1	BACH2
PLAGL1	EGR1
PLAGL2	DOT1L
PLAGL2	FOS
PLSCR1	IRF2
POGK	AHCTF1
POU1F1	CEBPD
POU1F1	HIF1A
POU1F1	JUN
POU2AF1	SPIB
POU2AF1	IRF8
POU2F1	BPTF
POU2F1	GATAD2B
POU2F1	HMGA1
POU2F1	KMT2A
POU2F2	IRF1
POU2F2	IRF5
POU2F2	IRF8
POU2F2	MEF2B
POU2F3	BCL11B
POU2F3	BCL6
POU3F1	SOX21
POU3F1	BCL11B
POU3F1	NR2F1
POU3F2	SOX2
POU3F2	ARNT2
POU3F2	CXXC4
POU3F3	FOXG1
POU3F3	LHX2
POU3F4	FOXG1
POU3F4	ASCL1
POU4F1	DACH1
POU4F1	DMRTA2
POU4F1	INSM1
POU4F2	DACH1
POU4F2	NR2F1
POU4F2	NR2F2
POU4F2	ASCL1
POU4F3	SHOX2
POU4F3	ASCL1
POU4F3	ATOH1
POU5F1	SOX2
POU5F1	NANOG
POU5F1	ETV5
POU5F1	FOXD3
POU5F1	SALL2
POU5F1	ZIC2
POU5F1	ZIC3
POU5F1B	ATF6B
POU5F2	CENPB
POU6F1	CAMTA2
POU6F2	CSRNP3
PPAR	ADNP
PPARA	CREB3L3
PPARA	KLF4
PPARA	NFE2L2
PPARD	BHLHE40
PPARD	MYC
PPARD	NFKB2
PPARD	RXRA
PPARD	EGR1
PPARG	CEBPA
PPARG	EGR1
PPARG	BHLHE40
PPARG	CEBPB
PPARG	EPAS1
PRDM1	BHLHE40
PRDM1	ATF3
PRDM1	CEBPD
PRDM10	GATAD2B
PRDM10	NR2C2
PRDM12	BARHL1
PRDM12	DLX1
PRDM13	EN2
PRDM13	FOXC1
PRDM13	HMX1
PRDM14	GLI2
PRDM14	MEIS2
PRDM14	CBX2
PRDM14	FOXD3
PRDM14	KDM5B
PRDM14	MYB
PRDM15	IKZF3
PRDM15	KDM2B
PRDM16	AEBP1
PRDM16	CREB3L2
PRDM2	ASH1L
PRDM2	HIVEP2
PRDM4	ATF4
PRDM4	BAZ2A
PRDM5	BNC2
PRDM5	CREB3L2
PRDM6	FOXC1
PRDM6	BNC2
PRDM8	FOSL2
PRDM8	MEIS1
PRDM9	DMRTC2
PRDM9	ANHX
PREB	ESRRA
PRKRA	CENPB
PRMT3	PA2G4
PROP1	HOXD10
PROP1	LHX3
PROX1	HNF4A
PROX1	SMAD3
PROX2	NCOA3
PROX2	TET1
PRR12	SRCAP
PRR12	AHDC1
PRRX1	HIF1A
PRRX1	NME2
PRRX2	AEBP1
PTF1A	FOXA2
PTF1A	NR5A2
PTF1A	RBPJL
PURA	ZNF354C
PURB	SKI
PURG	CAMTA1
RAG1	EBF1
RAG1	RUNX1
RARA	CEBPB
RARA	CEBPA
RARA	EGR1
RARA	RARG
RARB	HEY1
RARB	BHLHE40
RARB	EGR1
RARB	ETV5
RARG	RXRA
RARG	BHLHE40
RAX	PAX6
RAX	ALX1
RAX	ALX3
RAX2	CRX
RAX2	AHR
RBAK	MYSM1
RBAK	AHCTF1
RBCK1	IRF7
RBM10	ATF4
RBPJ	NFIA
RBPJ	SPEN
RBPJ	E2F2
RBPJ	FOSL2
RBPJ	GATAD2A
RBPJL	NR5A2
RBSN	ARNT2
RC3H1	ATF4
REL	NFKB1
REL	NFKB2
RELA	RELB
RELA	NFKB1
RELA	STAT1
RELA	REL
RELA	STAT6
RELA	GPBP1
RELA	IRF2
RELB	NFKB2
RELB	ARID5A
REPIN1	ESRRA
REST	HES1
REST	LHX3
REST	LIN28A
REST	NR6A1
REST	SCRT1
REST	HES3
REST	NEUROD4
REST	ONECUT2
REST	BARHL1
REXO4	TEAD4
RFX1	FOXP4
RFX1	KLF16
RFX2	CEBPB
RFX2	CXXC1
RFX3	FOXJ1
RFX3	RFX4
RFX4	CREB5
RFX4	GLI3
RFX5	MXI1
RFX5	NFKB2
RFX5	SRF
RFX5	ZNF70
RFX5	ANKZF1
RFX5	CEBPB
RFX6	FEV
RFX7	ADNP
RFX7	BPTF
RFX8	FOXD1
RHOXF1	EN2
RHOXF1	LHX2
RHOXF2	CTCFL
RHOXF2	DMRTB1
RHOXF2B	CTCFL
RHOXF2B	LIN28B
RLF	AHCTF1
RNF141	CREB5
RORA	JUNB
RORA	CEBPB
RORB	ARNT2
RORC	ARNTL2
RREB1	SP1
RREB1	CAMTA1
RUNX1	DNMT1
RUNX1	FOS
RUNX1	KLF6
RUNX1	EGR1
RUNX1	LYL1
RUNX1	ARID5A
RUNX1	CXXC5
RUNX1	LIN28A
RUNX1	MEF2D
RUNX2	FOSL2
RUNX2	FOS
RUNX2	HIF1A
RUNX2	JUN
RUNX2	RUNX1
RUNX3	IKZF1
RUNX3	TCF7
RUNX3	BHLHE40
RXRA	BHLHE40
RXRA	SREBF1
RXRA	CEBPA
RXRA	RARA
RXRB	NR5A1
RXRB	RARA
RXRG	LBX1
SAFB	SAFB2
SAFB2	SAFB
SALL1	SALL4
SALL1	SOX2
SALL2	SOX2
SALL3	SOX2
SALL3	NPAS3
SALL4	SALL1
SALL4	ZFP42
SALL4	ARID5B
SALL4	POU5F1
SATB1	FOXP1
SATB1	KLF4
SATB1	MYB
SATB2	FOXP1
SATB2	SOX11
SCMH1	NFIC
SCML4	IKZF1
SCRT1	EBF3
SCRT2	ZIC1
SCRT2	CUX2
SCX	AHDC1
SEBOX	ARID5A
SETBP1	PBX1
SETBP1	CREB5
SETDB1	ATF4
SETDB1	HMGA1
SETDB1	BHLHE40
SETDB1	DNMT1
SETDB1	BAZ2A
SETDB1	HMGN3
SETDB1	JUN
SETDB1	YBX1
SETDB1	ZBTB40
SETDB1	ARNT
SETDB2	DMTF1
SETDB2	FOXP1
SFPI1	AEBP2
SFPI1	AHDC1
SGSM2	ARHGAP35
SHOX	EBF1
SHOX	EBF3
SHOX	EMX2
SHOX2	FOXD1
SHOX2	HOXC4
SIM1	INSM1
SIM1	ISL1
SIM2	ARNT2
SIM2	CASZ1
SIX1	SIX4
SIX2	SIX1
SIX2	FOXC1
SIX2	HOXC10
SIX3	DLX6
SIX3	EMX2
SIX4	SIX1
SIX5	CC2D1A
SIX5	FBXL19
SIX5	ZNF155
SIX5	ZNF17
SIX5	ZNF211
SIX6	INSM1
SIX6	ASCL1
SIX6	DLX6
SKI	NFIX
SKIL	SMAD3
SKIL	CSRNP1
SKOR1	OTX2
SKOR2	SKOR1
SLC2A4RG	ESRRA
SMAD1	FOXO3
SMAD1	KLF9
SMAD1	LEF1
SMAD1	ATF3
SMAD3	ETS1
SMAD3	KLF6
SMAD3	ATF3
SMAD3	BHLHE40
SMAD3	CXXC5
SMAD3	FOSL2
SMAD4	TEAD1
SMAD4	BHLHE40
SMAD4	KLF6
SMAD4	FOXO3
SMAD4	GATA6
SMAD4	JUND
SMAD4	KLF10
SMAD4	NCOA1
SMAD5	SMAD4
SMAD5	BHLHE40
SMAD9	NFIA
SMAD9	ATOH8
SMYD3	CEBPB
SNAI1	BHLHE40
SNAI1	CEBPB
SNAI2	FOSL1
SNAI2	PRRX1
SNAI3	KLF2
SNAPC2	CENPB
SNAPC4	AKAP8L
SNAPC4	DOT1L
SNAPC5	ATF6B
SOHLH1	EMX1
SOHLH2	OTX2
SON	ARID5B
SOX1	FOXG1
SOX1	NPAS3
SOX10	SOX8
SOX10	EGR2
SOX11	SOX5
SOX11	EBF1
SOX11	KLF4
SOX11	MAZ
SOX11	MBD3
SOX12	FOXM1
SOX12	CBX2
SOX13	KLF9
SOX13	BCL6
SOX13	BHLHE40
SOX14	LHX5
SOX14	SOX1
SOX14	SOX11
SOX15	GRHL3
SOX17	GATA6
SOX17	FOXQ1
SOX17	BCL6B
SOX18	BCL6B
SOX2	ETV1
SOX2	FOS
SOX2	NFIB
SOX2	NANOG
SOX2	LEF1
SOX2	NR4A2
SOX2	PAX6
SOX2	PBX3
SOX2	POU5F1
SOX2	SALL4
SOX2	ARID5B
SOX21	SOX2
SOX21	BCL11A
SOX3	POU3F2
SOX3	SOX1
SOX3	SOX2
SOX3	POU3F3
SOX30	YBX2
SOX30	HSF5
SOX4	NFIB
SOX4	BCL11A
SOX5	SOX11
SOX5	BCL11B
SOX6	ETV1
SOX6	SOX11
SOX6	ARID3A
SOX6	ARID5B
SOX7	FOXQ1
SOX7	ATF4
SOX8	SOX2
SOX9	KLF6
SOX9	FOS
SOX9	FOSB
SOX9	FOSL1
SOX9	HES1
SP1	HMGA1
SP1	FOSL1
SP1	KLF6
SP1	ZBTB3
SP1	ARNT
SP1	RARA
SP1	RFX2
SP100	ETS1
SP110	IKZF1
SP140	IKZF1
SP140L	AKNA
SP2	GATAD2A
SP2	GATAD2B
SP2	MEF2D
SP2	NAIF1
SP2	NFE2L1
SP3	SP1
SP3	ARID5B
SP4	CREB1
SP4	THAP5
SP4	ARID2
SP4	BCL11B
SP5	FOXQ1
SP5	ETV4
SP6	DLX3
SP7	CREB3L1
SP8	SOX21
SP8	BCL11A
SP8	BCL11B
SP9	CSRNP3
SPDEF	BHLHE40
SPDEF	CREB3L4
SPEN	ASH1L
SPI1	RUNX1
SPI1	FLI1
SPI1	CREB3
SPI1	FOS
SPI1	LYL1
SPI1	PATZ1
SPI1	SP110
SPI1	E2F4
SPIB	IKZF3
SPIB	IRF5
SPIC	IKZF1
SPZ1	SOX30
SRCAP	BAZ2A
SREBF1	SREBF2
SREBF1	BHLHE40
SREBF1	JUND
SREBF1	AKAP8L
SREBF2	EGR1
SREBF2	JUND
SREBF2	SREBF1
SREBP1	ARID3A
SREBP2	ARID2
SRF	EGR1
SRF	KLF4
SRF	ATF4
SRF	JUNB
SRF	JUND
SRF	FOS
SRY	HMGA1
SRY	ONECUT1
SRY	TFAP2C
SRY	AR
SRY	ARNT2
ST18	PAX6
STAT1	IRF1
STAT1	FOS
STAT1	IRF9
STAT1	PLSCR1
STAT1	BATF2
STAT2	IRF9
STAT2	PLSCR1
STAT3	KLF6
STAT3	MYC
STAT3	STAT1
STAT3	BCL6
STAT3	BHLHE40
STAT3	FOS
STAT3	IRF1
STAT3	JUN
STAT3	ATF3
STAT3	IRF9
STAT4	IKZF1
STAT4	IRF1
STAT5	ANKZF1
STAT5A	STAT5B
STAT5A	BCL6
STAT5A	ETS1
STAT5B	RARA
STAT5B	STAT5A
STAT6	STAT3
STAT6	STAT5A
STAT6	BCL6
SUZ12	PA2G4
T	BHLHE40
T	CDX1
T	CDX2
TAL1	LYL1
TAL1	HHEX
TAL1	FLI1
TAL1	GFI1B
TAL1	JUN
TAL1	KLF1
TAL1	DDIT3
TAL1	GATA1
TAL2	HEY1
TAL2	MEF2C
TBP	KDM2A
TBP	KDM5B
TBP	BRF2
TBP	FIZ1
TBP	FOS
TBP	FOXO1
TBP	JUNB
TBP	ZBTB3
TBPL1	ARHGAP35
TBPL2	FOXR1
TBR1	EMX1
TBR1	NEUROD6
TBX1	FOXC1
TBX1	LBX1
TBX10	HNF4A
TBX15	SIX1
TBX15	BNC2
TBX18	FOXC1
TBX19	PLAGL1
TBX19	ZMAT1
TBX2	EGR1
TBX20	GATA6
TBX20	HAND2
TBX20	TEAD1
TBX21	IKZF1
TBX21	AKNA
TBX22	LIN28B
TBX3	ETS1
TBX3	NR2F2
TBX3	ARID5B
TBX4	EPAS1
TBX4	FOXF1
TBX4	GATA2
TBX5	GATA4
TBX5	NKX2-5
TBX5	TBX20
TBX6	PRDM1
TBX6	RARG
TBXT	MIXL1
TCF12	MYC
TCF12	BHLHE40
TCF12	EGR1
TCF12	FOS
TCF12	FOSL1
TCF12	HES1
TCF12	KLF6
TCF15	SOX18
TCF20	GATAD2A
TCF20	AHCTF1
TCF21	EPAS1
TCF21	ETS1
TCF21	FOXF1
TCF23	ESR1
TCF23	MEIS2
TCF24	ARGFX
TCF3	ADNP
TCF3	BHLHE40
TCF3	E2F1
TCF3	JUNB
TCF3	LYL1
TCF3	XBP1
TCF4	KLF6
TCF4	ETS2
TCF4	KLF4
TCF4	KLF5
TCF4	NFIX
TCF4	TCF7L2
TCF4	AHR
TCF7	LEF1
TCF7	HMGA1
TCF7	IKZF1
TCF7	RUNX3
TCF7L1	CBX2
TCF7L2	ZNF775
TCF7L2	EPAS1
TCF7L2	LEF1
TCF7L2	MBD6
TCF7L2	MEIS2
TCF7L2	MNX1
TCF7L2	NFE2L2
TCF7L2	NR4A2
TCFL5	ARHGAP35
TEAD1	SMAD3
TEAD1	ARHGAP35
TEAD2	ATF3
TEAD2	ATF4
TEAD3	NFATC4
TEAD4	TEAD1
TEAD4	NR4A3
TEAD4	FOXM1
TEAD4	ZBED5
TEAD4	BCL6
TEAD4	CREB3L2
TEF	THRA
TERB1	CTCFL
TERF1	NCOA3
TERF1	PRDM14
TERF2	JUN
TERF2	MEF2D
TET1	BHLHE40
TET1	FOSL1
TET1	HOXA1
TET1	NANOG
TET1	TCF7L1
TET2	EGR1
TET2	FOS
TET3	BAZ2A
TET3	BCL11B
TFAP2A	TFAP2C
TFAP2A	DLX3
TFAP2A	IRX3
TFAP2A	RARG
TFAP2A	BHLHE40
TFAP2B	IRX1
TFAP2B	IRX2
TFAP2C	CENPA
TFAP2C	EGR3
TFAP2C	FOS
TFAP2C	ZNF750
TFAP2D	BHLHE22
TFAP2D	EBF1
TFAP2E	BARHL2
TFAP2E	EN2
TFAP4	PA2G4
TFAP4	ZBTB7B
TFAP4	ZNF785
TFCP2	SP1
TFCP2	TCF7L1
TFCP2L1	CASZ1
TFDP1	HMGA1
TFDP1	MYBL2
TFDP2	E2F2
TFDP2	TCF12
TFDP3	ANHX
TFDP3	DMRT1
TFE3	CEBPB
TFE3	RARA
TFEB	BHLHE40
TFEB	JUN
TFEC	FLI1
TGIF1	CEBPD
TGIF2	NFKB2
TGIF2	SMAD3
TGIF2	ARID3A
TGIF2LX	TGIF2LY
TGIF2LX	CPXCR1
TGIF2LY	TGIF2LX
THAP1	BHLHE40
THAP1	CDC5L
THAP1	JUND
THAP1	NFE2L1
THAP10	AKNA
THAP11	CHCHD3
THAP11	MAX
THAP12	AHCTF1
THAP2	CREM
THAP2	SOX4
THAP3	NR1H2
THAP4	ESRRA
THAP5	GPBP1
THAP5	SKIL
THAP6	ZNF383
THAP6	ZNF70
THAP7	HSF1
THAP8	ZNF581
THAP9	TET1
THAP9	ZNF273
THRA	RXRA
THRA	ARNT2
THRB	EPAS1
THRB	NCOA3
THYN1	CAMTA1
TIGD1	ZNF814
TIGD2	NR1H4
TIGD3	IRF7
TIGD4	RFX3
TIGD5	E4F1
TIGD5	MBD3
TIGD6	AHR
TIGD7	ZNF84
TIGD7	THAP5
TLX1	FLI1
TLX1	FOXC1
TLX1	FOXD3
TLX2	HAND1
TLX2	HAND2
TLX2	MEIS1
TLX3	SKOR1
TLX3	ZIC1
TLX3	BARHL1
TMF1	MBD1
TOPORS	AHCTF1
TOX4	BAZ2A
TP53	ATF3
TP53	FOSL1
TP53	TFDP1
TP53	BHLHE40
TP53	E2F7
TP53	FOXO3
TP53	HIF1A
TP63	EHF
TP63	IRF6
TP63	ZNF750
TP63	BHLHE40
TP63	TFAP2A
TP63	FOSL1
TP63	FOXO1
TP63	GRHL3
TP73	TP63
TP73	ATF3
TPRX1	DOT1L
TPRX1	DUXA
TRAFD1	IRF1
TRERF1	ETS1
TRERF1	KDM2A
TRPS1	FOXA1
TRPS1	GATA3
TSC22D1	ARNT2
TSHZ1	MEIS2
TSHZ1	KMT2A
TSHZ2	EBF1
TSHZ2	EBF3
TSHZ3	NR2F2
TSHZ3	BHLHE40
TTF1	BAZ2A
TWIST1	FOSB
TWIST1	KLF10
TWIST1	ATF3
TWIST2	TWIST1
U2AF1	BHLHE40
UBA2	AEBP2
UBP1	FOXP1
UNCX	BARHL2
UNCX	NHLH2
UNCX	SKOR1
USF1	ATF4
USF1	IRF9
USF1	BCL6
USF1	CHCHD3
USF1	HIF1A
USF1	HOXB7
USF1	MAFG
USF2	MAFG
USF2	MLX
USF2	ATF6B
USF2	IRF9
USF2	NR3C2
USF2	ZBTB25
USF3	ASH1L
VAX1	FOXG1
VAX1	LHX2
VAX1	NR2E1
VAX2	DLX4
VAX2	EN2
VAX2	HOXC8
VDR	CEBPB
VDR	BHLHE40
VDR	IRF1
VDR	IRF8
VDR	SPI1
VDR	STAT1
VENTX	NANOG
VENTX	NFE2
VEZF1	PBX1
VEZF1	TEAD1
VSX1	BARHL1
VSX1	BARHL2
VSX1	EN2
VSX2	PAX6
VSX2	CASZ1
VSX2	CRX
WIZ	ARHGAP35
WT1	EGR1
WT1	JUN
WT1	ATF3
WT1	CSRNP1
WT1	EGR2
WT1	EGR3
XBP1	FOS
XBP1	JUND
XBP1	TSC22D1
XBP1P1	FOXA1
XPA	BHLHE40
XPA	ETS2
YBX1	PA2G4
YBX2	DMRTB1
YBX3	LBX1
YEATS2	BAZ2A
YY1	ZNF226
YY1	MTERF4
YY1	TP53
YY1	ZNF230
YY1	ZNF317
YY1	ZNF621
YY1	PREB
YY1	TERF2
YY2	MYC
YY2	TEAD1
ZBED1	ESRRA
ZBED1	ATF4
ZBED2	BHLHE40
ZBED3	NFIC
ZBED4	TFDP1
ZBED5	SMAD4
ZBED6	AHCTF1
ZBED9	ZNF546
ZBTB1	NR3C1
ZBTB1	SP3
ZBTB10	EBF1
ZBTB10	FOXP1
ZBTB11	HIVEP2
ZBTB11	AHCTF1
ZBTB11	ASH1L
ZBTB12	SOX12
ZBTB12	CBX2
ZBTB14	FOXN2
ZBTB16	KLF9
ZBTB16	ARID5B
ZBTB16	ATF7
ZBTB17	RARA
ZBTB17	AKAP8L
ZBTB18	ZIC1
ZBTB2	SP3
ZBTB2	E2F3
ZBTB20	BAZ2B
ZBTB20	FOSL2
ZBTB21	ADNP2
ZBTB22	ATF6B
ZBTB24	BCL11A
ZBTB24	ETS1
ZBTB25	ZBTB1
ZBTB25	DDIT3
ZBTB26	CREBZF
